daydec,Direct Beam,DirectHz,GlobalHz,DifHz
6.47916666666667,910.835998652287,605.414204901873,711.953055745085,106.538850843212
6.52083333333333,912.592065951497,611.023593772026,717.842516165831,106.818922393805
6.5625,892.855309389678,551.538939209849,655.272801188087,103.733861978238
6.60416666666667,844.283583014006,432.901279177103,529.523457021196,96.6221778440932
6.64583333333333,742.729355227976,268.688841461825,351.788511252149,83.0996697903242
6.6875,501.770713671526,87.8393379502172,140.988706170428,53.1493682202106
6.72916666666667,0,0,0,0
6.77083333333333,0,0,0,0
6.8125,0,0,0,0
6.85416666666667,0,0,0,0
6.89583333333333,0,0,0,0
6.9375,0,0,0,0
6.97916666666667,0,0,0,0
7.02083333333333,0,0,0,0
7.0625,0,0,0,0
7.10416666666667,0,0,0,0
7.14583333333333,0,0,0,0
7.1875,0,0,0,0
7.22916666666667,0,0,0,0
7.27083333333333,0,0,0,0
7.3125,428.007338661364,60.0161630157466,103.907894321249,43.8917313055023
7.35416666666667,715.937488128292,237.795172711166,317.497908085463,79.7027353742965
7.39583333333333,832.048591787681,408.05794943661,502.973396597577,94.9154471609668
7.4375,887.298548288932,536.174218041913,639.063671461526,102.889453419613
7.47916666666667,911.26129596371,606.846162897592,713.454072413597,106.607909516006
7.52083333333333,913.157605472613,612.924761377373,719.835484912966,106.910723535594
7.5625,893.636802414039,553.82157120289,657.676253471225,103.854682268336
7.60416666666667,845.457598762742,435.42917886504,532.217494159159,96.7883152941188
7.64583333333333,744.782268171997,271.249446777602,354.611829366987,83.3623825893856
7.6875,506.539537470002,89.9363649409822,143.679940992557,53.7435760515746
7.72916666666667,0,0,0,0
7.77083333333333,0,0,0,0
7.8125,0,0,0,0
7.85416666666667,0,0,0,0
7.89583333333333,0,0,0,0
7.9375,0,0,0,0
7.97916666666667,0,0,0,0
8.02083333333333,0,0,0,0
8.0625,0,0,0,0
8.10416666666667,0,0,0,0
8.14583333333333,0,0,0,0
8.1875,0,0,0,0
8.22916666666667,0,0,0,0
8.27083333333333,0,0,0,0
8.3125,427.296034499165,59.7886467127229,103.590847446358,43.8022007336354
8.35416666666667,715.964714077586,237.84889125209,317.555532228403,79.7066409763129
8.39583333333333,832.280251439533,408.568870333137,503.517306382811,94.9484360496745
8.4375,887.641211401708,537.195791943456,640.138538383505,102.942746440049
8.47916666666667,911.7087540948,608.377787547625,715.058779388314,106.680991840689
8.52083333333333,913.742144674589,614.919994287117,721.926118093145,107.006123806028
8.5625,894.436665756045,556.189805461737,660.168690898765,103.978885437028
8.60416666666667,846.651594745361,438.032038500196,534.989846144755,96.9578076445598
8.64583333333333,746.858750374834,273.873017635593,357.501582268919,83.6285646333255
8.6875,511.332781194204,92.0861311746586,146.426558398244,54.3404272235859
8.72916666666667,0,0,0,0
8.77083333333333,0,0,0,0
8.8125,0,0,0,0
8.85416666666667,0,0,0,0
8.89583333333333,0,0,0,0
8.9375,0,0,0,0
8.97916666666667,0,0,0,0
9.02083333333333,0,0,0,0
9.0625,0,0,0,0
9.10416666666667,0,0,0,0
9.14583333333333,0,0,0,0
9.1875,0,0,0,0
9.22916666666667,0,0,0,0
9.27083333333333,0,0,0,0
9.3125,426.774586004267,59.6240242601763,103.360815189382,43.7367909292057
9.35416666666667,716.070342983985,237.993191143535,317.713728882622,79.7205377390871
9.39583333333333,832.555201241746,409.178952224472,504.166602280855,94.9876500563828
9.4375,888.012478132439,538.318424135731,641.319177073233,103.000752937502
9.47916666666667,912.17772032698,610.007959140917,716.765969979199,106.758010838282
9.52083333333333,914.344862183843,617.007791308738,724.11280346463,107.105012155891
9.5625,895.253815541937,558.64186729851,662.748195620636,104.106328322125
9.60416666666667,847.864003950298,440.707962975388,537.838421174208,97.13045819882
9.64583333333333,748.956151678145,276.557771213174,360.455670353282,83.8978991401084
9.6875,516.144451547079,94.287508081219,149.226692607042,54.9391845258226
9.72916666666667,0,0,0,0
9.77083333333333,0,0,0,0
9.8125,0,0,0,0
9.85416666666667,0,0,0,0
9.89583333333333,0,0,0,0
9.9375,0,0,0,0
9.97916666666667,0,0,0,0
10.0208333333333,0,0,0,0
10.0625,0,0,0,0
10.1041666666667,0,0,0,0
10.1458333333333,0,0,0,0
10.1875,0,0,0,0
10.2291666666667,0,0,0,0
10.2708333333333,0,0,0,0
10.3125,426.444831559695,59.5225195147663,103.218262170714,43.6957426559476
10.3541666666667,716.25435498245,238.228232232341,317.97265720298,79.7444249706394
10.3958333333333,832.87303328439,409.887926556194,504.920967888616,95.033041332422
10.4375,888.411786478506,539.54137003565,642.604771670049,103.063401634399
10.4791666666667,912.667507679136,611.735481644684,718.574356313384,106.8388746687
10.5208333333333,914.964910796878,619.186576173172,726.393849742953,107.207273569781
10.5625,896.08714951517,561.175912190205,665.412776861288,104.236864671082
10.6041666666667,849.093252467496,443.454995237251,540.76106382616,97.3060685889096
10.6458333333333,751.071847362197,279.301869471143,363.471941280168,84.1700718090248
10.6875,520.968718964596,96.5392924867447,152.078427200308,55.5391347135634
10.7291666666667,0,0,0,0
10.7708333333333,0,0,0,0
10.8125,0,0,0,0
10.8541666666667,0,0,0,0
10.8958333333333,0,0,0,0
10.9375,0,0,0,0
10.9791666666667,0,0,0,0
11.0208333333333,0,0,0,0
11.0625,0,0,0,0
11.1041666666667,0,0,0,0
11.1458333333333,0,0,0,0
11.1875,0,0,0,0
11.2291666666667,0,0,0,0
11.2708333333333,0,0,0,0
11.3125,426.308247646244,59.4843827917162,103.163630408044,43.6792476163274
11.3541666666667,716.516588319672,238.55413208914,318.332417347375,79.7782852582343
11.3958333333333,833.233267032025,410.695462213022,505.780015495294,95.0845532822717
11.4375,888.83852865175,540.863813179996,643.994428444229,103.130615264233
11.4791666666667,913.177396959882,613.559083915584,720.482570780248,106.923486864663
11.5208333333333,915.60141981007,621.454699018547,728.767488351428,107.312789332881
11.5625,896.935549838439,563.790027370483,668.160372829779,104.370345459296
11.6041666666667,850.337763138607,446.271117777748,543.75555696143,97.4844391836814
11.6458333333333,753.203243360355,282.103420287371,366.548191681088,84.4447713937175
11.6875,525.799927028351,98.8402075765692,154.979797033906,56.1395894573371
11.7291666666667,0,0,0,0
11.7708333333333,0,0,0,0
11.8125,0,0,0,0
11.8541666666667,0,0,0,0
11.8958333333333,0,0,0,0
11.9375,0,0,0,0
11.9791666666667,0,0,0,0
12.0208333333333,0,0,0,0
12.0625,0,0,0,0
12.1041666666667,0,0,0,0
12.1458333333333,0,0,0,0
12.1875,0,0,0,0
12.2291666666667,0,0,0,0
12.2708333333333,0,0,0,0
12.3125,426.365942144192,59.5098922344166,103.197339733975,43.6874474995587
12.3541666666667,716.856740039225,238.970965973056,318.793050528731,79.822084555675
12.3958333333333,833.635351083916,411.601165875466,506.7432866372,95.1421207617341
12.4375,889.292053050012,542.284866077182,645.487176870434,103.202310793252
12.4791666666667,913.706638886457,615.477420980569,722.489167554175,107.011746573606
12.5208333333333,916.253497379398,623.810437972857,731.231875275254,107.421437302397
12.5625,897.797885884179,566.482233544148,670.988852753126,104.506619208978
12.6041666666667,851.595959121172,449.154254270064,546.819623759472,97.6653694894073
12.6458333333333,755.347781189387,284.960478770466,369.682169013063,84.7216902425969
12.6875,530.632600712503,101.188904189517,157.928790312588,56.7398861230701
12.7291666666667,0,0,0,0
12.7708333333333,0,0,0,0
12.8125,0,0,0,0
12.8541666666667,0,0,0,0
12.8958333333333,0,0,0,0
12.9375,0,0,0,0
12.9791666666667,0,0,0,0
13.0208333333333,0,0,0,0
13.0625,0,0,0,0
13.1041666666667,0,0,0,0
13.1458333333333,0,0,0,0
13.1875,0,0,0,0
13.2291666666667,0,0,0,0
13.2708333333333,0,0,0,0
13.3125,426.61864866321,59.5993547299807,103.319787923468,43.7204331934877
13.3541666666667,717.274367165312,239.478766700025,319.354539029994,79.8757723299696
13.3958333333333,834.078665142073,412.604582362446,507.810252660913,95.2056702984672
13.4375,889.771666335013,543.803571091686,647.081970745424,103.278399653737
13.4791666666667,914.254456259405,617.489075386347,724.592624192771,107.103548806424
13.5208333333333,916.920232899169,626.252000834629,733.785093017122,107.533092182492
13.5625,898.673017001948,569.250486723766,673.896019031185,104.645532307419
13.6041666666667,852.866267354678,452.102271348987,549.950929890464,97.8486585414769
13.6458333333333,757.502942586981,287.871048753563,372.871573559639,85.0005248060754
13.6875,535.461453480901,103.583962430013,160.923350818912,57.3393883888988
13.7291666666667,0,0,0,0
13.7708333333333,0,0,0,0
13.8125,0,0,0,0
13.8541666666667,0,0,0,0
13.8958333333333,0,0,0,0
13.9375,0,0,0,0
13.9791666666667,0,0,0,0
14.0208333333333,0,0,0,0
14.0625,0,0,0,0
14.1041666666667,0,0,0,0
14.1458333333333,0,0,0,0
14.1875,0,0,0,0
14.2291666666667,0,0,0,0
14.2708333333333,0,0,0,0
14.3125,427.066721930594,59.7531063554432,103.531350520745,43.7782441653021
14.3541666666667,717.768888377097,240.077524415362,320.01680618165,79.9392817662885
14.3958333333333,834.562522174961,413.705194960147,508.980315293642,95.275120333495
14.4375,890.276635605094,545.418901360627,648.77768934827,103.358787987642
14.4791666666667,914.820046182173,619.59255861642,726.79134330833,107.198784691909
14.5208333333333,917.600699388958,628.777526850341,736.425152651934,107.647625801594
14.5625,899.559795251695,572.092680187408,676.879609510885,104.786929323476
14.6041666666667,854.147121917469,455.11298053525,553.147085821351,98.034105286101
14.6458333333333,759.666253849924,290.833084467365,376.114060577657,85.2809761102922
14.6875,540.281393259485,106.023893583772,163.961380289665,57.9374867058928
14.7291666666667,0,0,0,0
14.7708333333333,0,0,0,0
14.8125,0,0,0,0
14.8541666666667,0,0,0,0
14.8958333333333,0,0,0,0
14.9375,0,0,0,0
14.9791666666667,0,0,0,0
15.0208333333333,0,0,0,0
15.0625,0,0,0,0
15.1041666666667,0,0,0,0
15.1458333333333,0,0,0,0
15.1875,0,0,0,0
15.2291666666667,0,0,0,0
15.2708333333333,0,0,0,0
15.3125,427.71013427271,59.9715123435069,103.832380360002,43.8608680164954
15.3541666666667,718.339586162823,240.767186272218,320.779716301968,80.0125300297501
15.3958333333333,835.086170763861,414.902425737879,510.252807220106,95.3503814822271
15.4375,890.806190651166,547.129761742141,650.573138641465,103.443376899324
15.4791666666667,915.402582314893,621.78631257459,729.083654310329,107.297341735739
15.5208333333333,918.293955878368,631.38508858715,739.14999597811,107.764907390959
15.5625,900.457068092462,575.006646556091,679.937299877293,104.930653321201
15.6041666666667,855.436967264518,458.1841403026,556.405649253619,98.221508951019
15.6458333333333,761.835289868513,293.844492390607,379.407242587837,85.5627501972301
15.6875,545.087527317226,108.507142321945,167.040740932864,58.5335986109184
15.7291666666667,0,0,0,0
15.7708333333333,0,0,0,0
15.8125,0,0,0,0
15.8541666666667,0,0,0,0
15.8958333333333,0,0,0,0
15.9375,0,0,0,0
15.9791666666667,0,0,0,0
16.0208333333333,0,0,0,0
16.0625,0,0,0,0
16.1041666666667,0,0,0,0
16.1458333333333,0,0,0,0
16.1875,0,0,0,0
16.2291666666667,0,0,0,0
16.2708333333333,0,0,0,0
16.3125,428.54847322933,60.254966561155,104.223206779146,43.9682402179912
16.3541666666667,718.985609440079,241.547656018561,321.643074600776,80.0954185822158
16.3958333333333,835.64879761818,416.195635852139,511.626992665581,95.4313568134425
16.4375,891.359526284093,548.934989795452,652.467052511565,103.532062716112
16.4791666666667,916.001217151725,624.068711133853,731.46781521673,107.399104082877
16.5208333333333,918.99904977955,634.072693899258,741.957497762705,107.884803863447
16.5625,901.363681016738,577.990159988995,683.066706158564,105.076546169568
16.6041666666667,856.734261337188,461.313458285686,559.724127690004,98.4106694043182
16.6458333333333,764.007677854715,296.903133275224,382.748691806566,85.8455585313417
16.6875,549.875166096038,111.032089177865,170.159258078522,59.1271689006576
16.7291666666667,0,0,0,0
16.7708333333333,0,0,0,0
16.8125,0,0,0,0
16.8541666666667,0,0,0,0
16.8958333333333,0,0,0,0
16.9375,0,0,0,0
16.9791666666667,0,0,0,0
17.0208333333333,0,0,0,0
17.0625,0,0,0,0
17.1041666666667,0,0,0,0
17.1458333333333,0,0,0,0
17.1875,0,0,0,0
17.2291666666667,0,0,0,0
17.2708333333333,0,0,0,0
17.3125,429.580940345,60.6038904990273,104.704134530752,44.1002440317245
17.3541666666667,719.705976625983,242.41879349629,322.606627048215,80.1878335519253
17.3958333333333,836.249530245407,417.584125840555,513.102067985194,95.5179421446388
17.4375,891.935804721724,550.833356792698,654.458094048165,103.624737255467
17.4791666666667,916.615084311434,626.438061749559,733.942014531861,107.503952782302
17.5208333333333,919.715019237876,636.838287985956,744.84546807742,108.007180091463
17.5625,902.278480121363,581.040938494116,686.265387341458,105.224448847342
17.6041666666667,858.037478537189,464.498593626191,563.099981126778,98.6013875005872
17.6458333333333,766.181100763465,300.006824342558,386.135942715554,86.129118372997
17.6875,554.639826036091,113.597053279986,173.314722956372,59.7176696763867
17.7291666666667,0,0,0,0
17.7708333333333,0,0,0,0
17.8125,0,0,0,0
17.8541666666667,0,0,0,0
17.8958333333333,0,0,0,0
17.9375,0,0,0,0
17.9791666666667,0,0,0,0
18.0208333333333,0,0,0,0
18.0625,0,0,0,0
18.1041666666667,0,0,0,0
18.1458333333333,0,0,0,0
18.1875,0,0,0,0
18.2291666666667,0,0,0,0
18.2708333333333,0,0,0,0
18.3125,430.806351184935,61.0187317740931,105.2754423993,44.2567106252071
18.3541666666667,720.499579138517,243.380414056995,323.670060210482,80.2896461534873
18.3958333333333,836.887439760919,419.067135907779,514.677162259877,95.6100263520972
18.4375,892.534158023837,552.823568762757,656.54485686022,103.721288097463
18.4791666666667,917.243300831117,628.892607135663,736.504373188666,107.611766053003
18.5208333333333,920.440895451656,639.679755539224,747.81165472234,108.131899183116
18.5625,903.200314606597,584.156646351532,689.53084809373,105.374201742198
18.6041666666667,859.345112558063,467.73715945399,566.530624867721,98.7934654137313
18.6458333333333,768.353300408285,303.1533416461,389.566494765346,86.4131531192458
18.6875,559.377231447988,116.20029532419,176.504895593723,60.3046002695322
18.7291666666667,0,0,0,0
18.7708333333333,0,0,0,0
18.8125,0,0,0,0
18.8541666666667,0,0,0,0
18.8958333333333,0,0,0,0
18.9375,0,0,0,0
18.9791666666667,0,0,0,0
19.0208333333333,0,0,0,0
19.0625,0,0,0,0
19.1041666666667,0,0,0,0
19.1458333333333,0,0,0,0
19.1875,0,0,0,0
19.2291666666667,0,0,0,0
19.2708333333333,0,0,0,0
19.3125,432.223136625186,61.4999621528774,105.937381538508,44.4374193856311
19.3541666666667,721.36518530794,244.432287899771,324.833001055213,80.4007131554419
19.3958333333333,837.561543822519,420.643846205813,516.351337899803,95.7074916939902
19.4375,893.153690563432,554.904267567501,658.725866428892,103.821598861391
19.4791666666667,917.884969453426,631.430527002918,739.152946553124,107.722419550206
19.5208333333333,921.175704952299,642.594922978452,750.85374573411,108.258822755658
19.5625,904.128039195732,587.334896646068,692.860541589331,105.525644943264
19.6041666666667,860.6556790686,471.026725499433,570.013432455327,98.986706955894
19.6458333333333,770.522080274034,306.340422595421,393.037815207974,86.6973926125532
19.6875,564.083315487169,118.840020768314,179.727507826579,60.8874870582648
19.7291666666667,0,0,0,0
19.7708333333333,0,0,0,0
19.8125,0,0,0,0
19.8541666666667,0,0,0,0
19.8958333333333,0,0,0,0
